Date;Open;High;Low;Close;Volume
04/04/1989;1.9626278877258303;1.9626278877258303;1.9183995031253516;1.96262788772583;1630911
05/04/1989;1.9902708530426025;1.9939566345052295;1.9405141144965221;1.9902708530426025;1587284
06/04/1989;1.9865851402282715;2.027127750973717;1.9570997094406208;1.9865851402282715;1033905
07/04/1989;1.9589422941207888;1.9865848299480626;1.9589422941207888;1.9589422941207886;628285
10/04/1989;1.9718431234359743;1.9773714692938706;1.9534145390431443;1.9718431234359741;681741
11/04/1989;1.9718431234359743;1.9718431234359743;1.9718431234359743;1.9718431234359741;0
12/04/1989;1.9663138389587402;1.9718425108991318;1.9589426041713818;1.9663138389587402;1568204
13/04/1989;1.9570995569229126;1.9681565721191137;1.9441996512273771;1.9570995569229126;551756
14/04/1989;1.9663138389587402;1.9663138389587402;1.9368284081095608;1.9663138389587402;1667841
17/04/1989;1.9663138389587402;1.9663138389587402;1.9663138389587402;1.9663138389587402;0
18/04/1989;1.9847425222396848;1.9847425222396848;1.9626283250122578;1.984742522239685;1355629
19/04/1989;1.9902708530426025;1.999485142799247;1.9847425086485078;1.9902708530426025;1353652
20/04/1989;1.9534139633178709;1.9902707934408683;1.9534139633178709;1.953413963317871;769255
21/04/1989;1.9663138389587402;1.9755279643928958;1.9589426041713818;1.9663138389587402;1307862
24/04/1989;1.9626278877258303;1.9810562993594192;1.946042202525679;1.96262788772583;567853
25/04/1989;1.9442001581192017;1.9663141942771751;1.9368287580998957;1.9442001581192017;1179743
26/04/1989;1.9220854043960571;1.949728105530866;1.9165570608489724;1.9220854043960571;1771918
27/04/1989;1.9276138544082642;1.9349850875579206;1.9128710603091936;1.9276138544082642;1405467
28/04/1989;1.9220854043960571;1.949728105530866;1.9220854043960571;1.9220854043960571;1538044
01/05/1989;1.9220854043960571;1.9220854043960571;1.9220854043960571;1.9220854043960571;0
02/05/1989;1.9257715940475464;1.9276144848876682;1.9091859042863157;1.9257715940475464;652383
03/05/1989;1.9073429107666016;1.922085708894049;1.9073429107666016;1.9073429107666016;695692
04/05/1989;1.9073429107666016;1.9073429107666016;1.9073429107666016;1.9073429107666016;0
05/05/1989;1.9257715940475464;1.9276144848876682;1.899971777885572;1.9257715940475464;1091240
08/05/1989;1.9257715940475464;1.9257715940475464;1.9257715940475464;1.9257715940475464;0
09/05/1989;1.9276138544082642;1.9349850875579206;1.9128710603091936;1.9276138544082642;607451
10/05/1989;1.9276138544082642;1.9276138544082642;1.9276138544082642;1.9276138544082642;0
11/05/1989;1.881543755531311;1.9165578693324656;1.8760150818522074;1.881543755531311;1077009
12/05/1989;1.8907576799392698;1.9073432074878804;1.8760148795183167;1.89075767993927;1124273
15/05/1989;1.8907576799392698;1.8907576799392698;1.8907576799392698;1.89075767993927;0
16/05/1989;1.8907576799392698;1.9257717899640467;1.8760148795183167;1.89075767993927;646172
17/05/1989;1.8907576799392698;1.8907576799392698;1.8907576799392698;1.89075767993927;0
18/05/1989;1.8907576799392698;1.8907576799392698;1.8907576799392698;1.89075767993927;0
19/05/1989;1.9036577939987183;1.9036577939987183;1.8889149919927364;1.9036577939987183;603534
22/05/1989;1.898128628730774;1.9073427538775756;1.8944428475521253;1.898128628730774;777779
23/05/1989;1.8889145851135254;1.9036573839438535;1.8815433495982927;1.8889145851135254;780987
24/05/1989;1.898128628730774;1.8999715193200983;1.8944428475521253;1.898128628730774;604504
25/05/1989;1.898128628730774;1.898128628730774;1.898128628730774;1.898128628730774;0
26/05/1989;1.9497289657592773;1.9773715151901947;1.934986163462808;1.9497289657592773;1289248
29/05/1989;1.977370262145996;1.977370262145996;1.9460419500434847;1.977370262145996;1291598
30/05/1989;1.9570995569229126;1.9718423531177822;1.953413775924244;1.9570995569229126;558154
31/05/1989;1.9810569286346438;1.990271055428327;1.9497286025162295;1.9810569286346436;1156820
01/06/1989;1.9663138389587402;1.9755279643928958;1.95341393223099;1.9663138389587402;1210593
02/06/1989;2.008699655532837;2.0123852735046652;1.971842820214789;2.008699655532837;975301
05/06/1989;2.207540273666382;2.21159835627058;2.1852215411651703;2.207540273666382;769684
06/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
07/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
08/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
09/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
12/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
13/06/1989;2.207540273666382;2.207540273666382;2.207540273666382;2.207540273666382;0
14/06/1989;2.0269601345062256;2.0411630616230845;2.0208731915212086;2.0269601345062256;1623916
15/06/1989;2.024930953979492;2.0411629211258977;2.024930953979492;2.024930953979492;817227
16/06/1989;2.024930953979492;2.024930953979492;2.024930953979492;2.024930953979492;0
19/06/1989;2.024930953979492;2.024930953979492;2.024930953979492;2.024930953979492;0
20/06/1989;2.024930953979492;2.031018077000977;2.0168149704062897;2.024930953979492;1474478
21/06/1989;2.055366039276123;2.0594241216695495;2.041163111810051;2.055366039276123;1585550
22/06/1989;2.055366039276123;2.055366039276123;2.055366039276123;2.055366039276123;0
23/06/1989;2.055366039276123;2.055366039276123;2.055366039276123;2.055366039276123;0
26/06/1989;2.1263816356658936;2.1547875034099033;2.120294689785826;2.1263816356658936;1176180
27/06/1989;2.1020331382751465;2.126381096072386;2.1020331382751465;2.1020331382751465;891312
28/06/1989;2.0959463119506836;2.1162361876963773;2.079714339171926;2.0959463119506836;638282
29/06/1989;2.055366039276123;2.0715980079389085;2.041163111810051;2.055366039276123;1688862
30/06/1989;2.0371055603027344;2.0594246583721962;2.024931670860762;2.0371055603027344;1381238
03/07/1989;2.1405835151672363;2.156815483155856;2.120293645409188;2.1405835151672363;1236575
04/07/1989;2.1669607162475586;2.1771055627173794;2.136525815927126;2.1669607162475586;1719954
05/07/1989;2.1669607162475586;2.1771055627173794;2.1568158697777378;2.1669607162475586;963065
06/07/1989;2.160874128341675;2.1649320315071643;2.1405842516031983;2.160874128341675;493097
07/07/1989;2.136526107788086;2.1608740674615916;2.136526107788086;2.136526107788086;498860
10/07/1989;2.1405835151672363;2.1547864420434153;2.130438490060486;2.1405835151672363;623137
11/07/1989;2.160874128341675;2.175076879648645;2.14667119657919;2.160874128341675;749577
12/07/1989;2.1669607162475586;2.191308492139517;2.1649316747714002;2.1669607162475586;1023105
13/07/1989;2.1913084983825684;2.1913084983825684;2.1771055689199668;2.1913084983825684;510256
14/07/1989;2.1913084983825684;2.1913084983825684;2.1913084983825684;2.1913084983825684;0
17/07/1989;2.22174334526062;2.2258010668861847;2.1973953914080324;2.22174334526062;1034912
18/07/1989;2.201453447341919;2.2258012224406314;2.1872505183825104;2.201453447341919;940515
19/07/1989;2.207540273666382;2.217685299721408;2.1953663867647264;2.207540273666382;796113
20/07/1989;2.2420334815979004;2.2420334815979004;2.2258015091376606;2.2420334815979004;1565368
21/07/1989;2.2420334815979004;2.2420334815979004;2.2420334815979004;2.2420334815979004;0
24/07/1989;2.272468328475952;2.3008741893489826;2.266381384068231;2.272468328475952;1347217
25/07/1989;2.292757749557495;2.292757749557495;2.262323033542264;2.292757749557495;863204
26/07/1989;2.296815872192383;2.3008737742469423;2.2826129443182266;2.296815872192383;785463
27/07/1989;2.53420802665103;2.584932804107666;2.5220341378071964;2.584932804107666;1779827
28/07/1989;2.3272504806518555;2.351598252759319;2.302902528088935;2.3272504806518555;1343655
31/07/1989;2.568700663641904;2.568700663641904;2.5321788190487986;2.5382659435272217;962039
01/08/1989;2.5484102177914183;2.5626131441405904;2.5423230946799626;2.5524682998657227;1445120
02/08/1989;2.542323490080382;2.5443525314331055;2.524062839727771;2.5443525314331055;698453
03/08/1989;2.3211638927459717;2.327250836704095;2.3029028804161165;2.3211638927459717;1003763
04/08/1989;2.554496866454615;2.554496866454615;2.5078301911590324;2.524062156677246;957059
07/08/1989;2.507830736767309;2.517975582081755;2.493627628507249;2.501743793487549;629292
08/08/1989;2.511888693909379;2.511888693909379;2.483482837677002;2.483482837677002;576377
09/08/1989;2.5078307512710536;2.5078307512710536;2.4672508284121872;2.4794247150421143;1044480
10/08/1989;2.487540880069353;2.50174380795609;2.4794247150421143;2.4794247150421143;433374
11/08/1989;2.4976860694234153;2.532178873262196;2.483483139580653;2.50783109664917;679334
14/08/1989;2.50783109664917;2.50783109664917;2.50783109664917;2.50783109664917;0
15/08/1989;2.50783109664917;2.50783109664917;2.50783109664917;2.50783109664917;0
16/08/1989;2.4834828597531646;2.511888716238047;2.477396096741227;2.4915988445281982;617373
17/08/1989;2.5017438706108575;2.507830814078265;2.4915988445281982;2.4915988445281982;403139
18/08/1989;2.4834828776673654;2.5037727495235718;2.4834828776673654;2.4875409603118896;813627
21/08/1989;2.272468328475952;2.2826133561258195;2.2582653980394367;2.272468328475952;480637
22/08/1989;2.2704379558563232;2.2704379558563232;2.248119232930414;2.2704379558563232;532881
23/08/1989;2.2704379558563232;2.2704379558563232;2.2704379558563232;2.2704379558563232;0
24/08/1989;2.3211638927459717;2.327250836704095;2.3110190463009275;2.3211638927459717;1034464
25/08/1989;2.3130476474761963;2.3475404436434064;2.3130476474761963;2.3130476474761963;1056921
28/08/1989;2.290729284286499;2.3130483824017034;2.272468450086115;2.290729284286499;393627
29/08/1989;2.290729284286499;2.3069612572127345;2.290729284286499;2.290729284286499;565316
30/08/1989;2.3211638927459717;2.3211638927459717;2.2907289924998695;2.3211638927459717;353451
31/08/1989;2.343482494354248;2.343482494354248;2.3069606550311983;2.343482494354248;1756568
01/09/1989;2.3515982627868652;2.3515982627868652;2.3272504905755795;2.3515982627868652;1000891
04/09/1989;2.36377215385437;2.3779750800749713;2.357685211253462;2.36377215385437;878834
05/09/1989;2.3779754638671875;2.3779754638671875;2.3637725353543115;2.3779754638671875;966852
06/09/1989;2.371887445449829;2.3820322866729926;2.3617426042266656;2.371887445449829;1360162
07/09/1989;2.3921782970428467;2.396236379573638;2.3637724411491736;2.3921782970428467;1209530
08/09/1989;2.386092185974121;2.396237215384232;2.3637732656363006;2.386092185974121;631903
11/09/1989;2.36377215385437;2.3881201047134484;2.36377215385437;2.36377215385437;619761
12/09/1989;2.361743688583374;2.3820333803453875;2.3576856058665916;2.361743688583374;1151224
13/09/1989;2.3536272048950195;2.3637722298597024;2.351598163810993;2.3536272048950195;741743
14/09/1989;2.2765252590179443;2.3313080962021075;2.2765252590179443;2.2765252590179443;781695
15/09/1989;2.302903175354004;2.313048384009337;2.2927583276096866;2.302903175354004;972857
18/09/1989;2.3313093185424805;2.3313093185424805;2.302903274451713;2.3313093185424805;776063
19/09/1989;2.3211638927459717;2.3333379611177034;2.306960963358522;2.3211638927459717;542188
20/09/1989;2.302903175354004;2.3211641900225874;2.302903175354004;2.302903175354004;681293
21/09/1989;2.302903175354004;2.313048384009337;2.282613479865369;2.302903175354004;947995
22/09/1989;2.311018943786621;2.333337857613354;2.290728890885608;2.311018943786621;558378
25/09/1989;2.2826132774353027;2.317106081526954;2.272468250135174;2.2826132774353027;410674
26/09/1989;2.3130476474761963;2.3130476474761963;2.26232288354014;2.3130476474761963;978229
27/09/1989;2.290729284286499;2.3029031737534216;2.2826134782788894;2.290729284286499;771978
28/09/1989;2.258265256881714;2.292758060006419;2.258265256881714;2.258265256881714;1104315
29/09/1989;2.225801467895508;2.2623234954820775;2.2014536901117934;2.225801467895508;1497364
02/10/1989;2.197394847869873;2.225800516321721;2.195365807103519;2.197394847869873;1019879
03/10/1989;2.2359464168548584;2.242033180139659;2.197395532559121;2.2359464168548584;887861
04/10/1989;2.2623231410980225;2.2623231410980225;2.2379750062173493;2.2623231410980225;727624
05/10/1989;2.290729284286499;2.290729284286499;2.258265518889536;2.290729284286499;807808
06/10/1989;2.3475406169891357;2.357685462252187;2.2927577668379;2.3475406169891357;1279567
09/10/1989;2.3272504806518555;2.375946385777697;2.323192578785764;2.3272504806518555;938352
10/10/1989;2.3333382606506348;2.357686039608677;2.331309218918962;2.3333382606506348;977353
11/10/1989;2.227830171585083;2.351598444273793;2.227830171585083;2.227830171585083;1255824
12/10/1989;2.258265256881714;2.2623233398702007;2.2115985657025217;2.258265256881714;823494
13/10/1989;2.258265256881714;2.258265256881714;2.258265256881714;2.258265256881714;0
16/10/1989;2.258265256881714;2.258265256881714;2.258265256881714;2.258265256881714;0
17/10/1989;2.258265256881714;2.258265256881714;2.258265256881714;2.258265256881714;0
18/10/1989;2.258265256881714;2.258265256881714;2.258265256881714;2.258265256881714;0
19/10/1989;2.175076723098755;2.187250792630031;2.1324681113335453;2.175076723098755;1334795
20/10/1989;2.150728702545166;2.191308448527796;2.1405838562772495;2.150728702545166;209645
23/10/1989;2.1466708183288574;2.164931650039214;2.1324678890689746;2.1466708183288574;1342573
24/10/1989;2.091888427734375;2.156816138975878;2.0715985518068134;2.091888427734375;1785758
25/10/1989;2.081743001937866;2.095945930420005;2.071598156139466;2.081743001937866;1091222
26/10/1989;2.0898592472076416;2.110149302243154;2.0898592472076416;2.0898592472076416;581543
27/10/1989;2.024930953979492;2.0817426585364673;2.0208730524206127;2.024930953979492;1346751
30/10/1989;2.1304383277893066;2.1304383277893066;2.045220953478521;2.1304383277893066;827430
31/10/1989;2.1304383277893066;2.1649311217962874;2.110148640032136;2.1304383277893066;901757
01/11/1989;2.1304383277893066;2.1304383277893066;2.1304383277893066;2.1304383277893066;0
02/11/1989;2.150728702545166;2.1649316316846345;2.132467870989627;2.150728702545166;607189
03/11/1989;2.1202943325042725;2.1547871403161167;2.089859427776846;2.1202943325042725;664749
06/11/1989;2.0898592472076416;2.1466709682138863;2.085801164018341;2.0898592472076416;472151
07/11/1989;2.2724682318192007;2.296816188869972;2.2379752475500694;2.2866711616516113;1536309
08/11/1989;2.3008736673836174;2.3414534078663616;2.296815765517526;2.3272504806518555;836737
09/11/1989;2.3414536041981253;2.388120472076227;2.317105830049092;2.382033348083496;502105
10/11/1989;2.3414536041981253;2.388120472076227;2.317105830049092;2.382033348083496;1144155
13/11/1989;2.3718888365600566;2.377975780955019;2.3617439893869507;2.367830753326416;951613
14/11/1989;2.367830753326416;2.367830753326416;2.367830753326416;2.367830753326416;0
15/11/1989;2.367830753326416;2.367830753326416;2.367830753326416;2.367830753326416;0
16/11/1989;2.388120278446252;2.4084101487438248;2.377975253069737;2.3982651233673096;911698
17/11/1989;2.3982651233673096;2.3982651233673096;2.3982651233673096;2.3982651233673096;0
20/11/1989;2.3982651233673096;2.442902946295244;2.3982651233673096;2.3982651233673096;804134
21/11/1989;2.396237215384232;2.4023239803925573;2.386092185974121;2.386092185974121;869154
22/11/1989;2.388120819827719;2.4469614028930664;2.388120819827719;2.4469614028930664;931991
23/11/1989;2.4226131884496005;2.46725083299405;2.4226131884496005;2.438845157623291;745082
24/11/1989;2.225801467895508;2.225801467895508;2.195366745665865;2.225801467895508;899817
27/11/1989;2.2176849842071533;2.22580078734996;2.2156559431937297;2.2176849842071533;352257
28/11/1989;2.248120069503784;2.248120069503784;2.21159823042159;2.248120069503784;733611
29/11/1989;2.30696177482605;2.347541716246565;2.2481211755635124;2.30696177482605;1655009
30/11/1989;2.30696177482605;2.30696177482605;2.30696177482605;2.30696177482605;0
01/12/1989;2.30696177482605;2.30696177482605;2.30696177482605;2.30696177482605;0
04/12/1989;2.343482494354248;2.3820331944218567;2.343482494354248;2.343482494354248;1795960
05/12/1989;2.343482494354248;2.343482494354248;2.343482494354248;2.343482494354248;0
06/12/1989;2.343482494354248;2.343482494354248;2.343482494354248;2.343482494354248;0
07/12/1989;2.367830753326416;2.377975780955019;2.35362782291967;2.367830753326416;1484923
08/12/1989;2.367830753326416;2.367830753326416;2.367830753326416;2.367830753326416;0
11/12/1989;2.337394952774048;2.39623568886613;2.337394952774048;2.337394952774048;1453831
12/12/1989;2.3333382606506348;2.3779759155588818;2.3272511354556165;2.3333382606506348;796468
13/12/1989;2.3333382606506348;2.3617441230720226;2.3231932324477786;2.3333382606506348;1480354
14/12/1989;2.296815872192383;2.33739561455984;2.296815872192383;2.296815872192383;1155328
15/12/1989;2.2826132774353027;2.3211639841737104;2.2765261527819303;2.2826132774353027;983564
18/12/1989;2.3130476474761963;2.3130476474761963;2.258264801370203;2.3130476474761963;939508
19/12/1989;2.296815872192383;2.3110188000665395;2.2826129443182266;2.296815872192383;899407
20/12/1989;2.3272504806518555;2.3333376041341785;2.290728642035203;2.3272504806518555;844701
21/12/1989;2.3414533138275146;2.3637722243332755;2.327250387183435;2.3414533138275146;1056324
22/12/1989;2.3515982627868652;2.3617434686339975;2.3373955159672537;2.3515982627868652;559814
25/12/1989;2.3515982627868652;2.3515982627868652;2.3515982627868652;2.3515982627868652;0
26/12/1989;2.36377215385437;2.36377215385437;2.3434822850328607;2.36377215385437;231282
27/12/1989;2.382033348083496;2.3962364569443952;2.3434826455290354;2.382033348083496;778431
28/12/1989;2.412468194961548;2.416525916322677;2.371888274518433;2.412468194961548;968847
29/12/1989;2.3962361812591553;2.4124681491280167;2.3820330740323135;2.3962361812591553;822282
01/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
02/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
03/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
04/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
05/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
08/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
09/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
10/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
11/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
12/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
15/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
16/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
17/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
18/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
19/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
22/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
23/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
24/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
25/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
26/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
29/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
30/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
31/01/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
01/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
02/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
05/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
06/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
07/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
08/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
09/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
12/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
13/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
14/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
15/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
16/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
19/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
20/02/1990;2.3962361812591553;2.3962361812591553;2.3962361812591553;2.3962361812591553;0
21/02/1990;2.3313084693420003;2.398265020403833;2.3313084693420003;2.3414533138275146;1705387
22/02/1990;2.3779754715898944;2.416526174561199;2.357685599427817;2.4023232460021973;1248885
23/02/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
26/02/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
27/02/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
28/02/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
01/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
02/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
05/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
06/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
07/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
08/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
09/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
12/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
13/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
14/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
15/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
16/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
19/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
20/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
21/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
22/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
23/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
26/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
27/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
28/03/1990;2.4023232460021973;2.4023232460021973;2.4023232460021973;2.4023232460021973;0
